SalesID;DocumentDate;SalePrice;PropertyID;PropertyType;ym;zhvi_px;zhvi_idx;AdjSalePrice;NbrLivingUnits;SqFtLot;SqMLot;SqFtTotLiving;SqMTotLiving;SqFtFinBasement;SqMFinBasement;Bathrooms;Bedrooms;BldgGrade;YrBuilt;YrRenovated;TrafficNoise;LandVal;ImpsVal;ZipCode;NewConstruction;Image
13544;2006-12-06;264650;3977630130;Single Family;2006-12-01;423400;0.972886029411765;272026;1;9668;898;1200;111;0;0;1;3;6;1975;0;0;80000;107000;98092;0;7CYJK862QP2I
13545;2006-04-21;294950;3977630150;Single Family;2006-04-01;396500;0.911075367647059;323738;1;10275;955;1630;151;0;0;2;4;6;1971;0;0;80000;117000;98092;0;7G0MJTF7693C
13546;2006-08-04;250000;3977630600;Single Family;2006-08-01;411100;0.944623161764706;264656;1;10290;956;1210;112;0;0;2;3;7;1994;0;0;80000;130000;98092;0;7L9XZJQ7YD0P
13547;2006-10-20;769000;3977900135;Single Family;2006-10-01;418300;0.961167279411765;800069;1;8100;753;2440;227;1090;101;2.75;4;7;1949;0;0;466000;358000;98105;0;7MITT4MY3UZ5
13548;2006-04-18;567000;3980300075;Single Family;2006-04-01;396500;0.911075367647059;622341;1;23200;2155;1880;175;0;0;2.5;3;8;1995;0;0;262000;324000;98024;0;7SKU93S6J24D
13549;2011-07-20;330000;3980300115;Single Family;2011-07-01;314100;0.721737132352941;457230;1;16019;1488;820;76;0;0;1.75;2;7;1949;2010;0;256000;170000;98024;0;7U9JXDMIOELK
13550;2006-07-25;600000;3981200260;Single Family;2006-07-01;407700;0.936810661764706;640471;1;14332;1331;2940;273;0;0;2.5;4;9;1991;0;0;157000;269000;98042;0;7VWOGPCA0O72
13551;2011-11-29;425000;3981200260;Single Family;2011-11-01;312200;0.717371323529412;592441;1;14332;1331;2940;273;0;0;2.5;4;9;1991;0;0;157000;269000;98042;0;7Y3AHA1R88OX
13552;2011-09-27;474000;3981200840;Single Family;2011-09-01;312000;0.716911764705882;661169;1;15043;1398;3260;303;0;0;2.5;4;9;1995;0;0;162000;308000;98042;0;7ZJ4PQYXEWI8
13553;2006-04-04;654950;3981200900;Single Family;2006-04-01;396500;0.911075367647059;718876;1;11542;1072;3470;322;0;0;2.5;4;9;1997;0;0;165000;318000;98042;0;86G0U4FQIYKL
13554;2007-06-08;847400;3982700135;Single Family;2007-06-01;433200;0.995404411764706;851312;1;7200;669;2870;267;0;0;2.5;3;9;1991;0;0;521000;415000;98033;0;86K9MUAFNCVM
13555;2009-07-08;560000;3982700250;Single Family;2009-07-01;354400;0.814338235294118;687675;1;7800;725;3030;281;1450;135;2.5;4;9;1991;0;0;468000;366000;98033;0;893MQZ6REEW1
13556;2015-03-18;810000;3982700605;Single Family;2015-03-01;423200;0.972426470588235;832968;1;13657;1269;2750;255;1460;136;2.75;7;8;1963;0;0;430000;280000;98033;0;89LJ05RQJ5Q5
13559;2009-10-12;715000;3982703060;Single Family;2009-10-01;351200;0.806985294117647;886014;1;7680;713;2010;187;0;0;2.5;3;9;1998;0;0;521000;340000;98033;0;8AXV7B34JXO4
13560;2006-10-09;550000;3987700115;Single Family;2006-10-01;418300;0.961167279411765;572221;1;9299;864;1640;152;770;72;1.75;4;7;1943;0;0;285000;164000;98056;0;8CDLJAHQPUIT
13561;2011-07-28;290000;3987700115;Single Family;2011-07-01;314100;0.721737132352941;401808;1;9299;864;1640;152;770;72;1.75;4;7;1943;0;0;285000;164000;98056;0;8CGMCUPMF6K1
13562;2009-10-13;299000;3990200125;Single Family;2009-10-01;351200;0.806985294117647;370515;1;7400;687;1860;173;930;86;2;3;8;1922;2004;1;105000;266000;98166;0;8EJUJ11B3EFR
13563;2006-11-08;390000;3991400025;Single Family;2006-11-01;421200;0.967830882352941;402963;1;12194;1133;2390;222;760;71;1.75;2;7;1946;0;0;107000;194000;98178;0;8F9U6C4WD7A5
13564;2006-03-22;390000;3991400075;Single Family;2006-03-01;392100;0.900965073529412;432869;1;10080;936;2238;208;850;79;3;3;8;1977;0;0;155000;278000;98178;0;8FZLDR99GF14
13565;2006-03-07;426700;3992700034;Single Family;2006-03-01;392100;0.900965073529412;473603;1;6350;590;1450;135;520;48;1.75;4;7;1941;0;0;190000;238000;98125;0;8IHSSDNFLG2C
13566;2007-11-15;340000;3992700215;Single Family;2007-11-01;428400;0.984375;345397;1;3810;354;1650;153;470;44;2.5;3;7;1931;1984;0;183000;205000;98125;0;8S8D39S9KLUT
13567;2013-07-14;355000;3992700215;Single Family;2013-07-01;370700;0.851792279411765;416768;1;3810;354;1650;153;470;44;2.5;3;7;1931;1984;0;183000;205000;98125;0;8TAL1BTI1TPO
13568;2007-10-04;590000;3992700256;Single Family;2007-10-01;431300;0.991038602941177;595335;1;7620;708;2260;210;1130;105;2;3;8;1946;0;0;190000;314000;98125;0;8UROT9WWR055
13569;2009-11-05;425000;3992700256;Single Family;2009-11-01;350900;0.806295955882353;527102;1;7620;708;2260;210;1130;105;2;3;8;1946;0;0;190000;314000;98125;0;8XF99VG0LW9R
13570;2009-04-13;329500;3992700265;Single Family;2009-04-01;365000;0.838694852941177;392872;1;8040;747;1060;98;0;0;1;3;6;1949;0;0;196000;147000;98125;0;93UO7KX36Y62
13571;2008-08-22;330000;3992700326;Single Family;2008-08-01;397900;0.914292279411765;360935;1;5400;502;1380;128;0;0;1;3;7;1954;0;0;190000;198000;98125;0;9856WNNZ8I6H
13572;2007-12-20;365000;3992700522;Single Family;2007-12-01;425200;0.977022058823529;373584;1;6016;559;1030;96;0;0;1;3;6;1951;0;0;190000;156000;98125;0;98FKT0VTXOES
13573;2007-06-25;650000;3992700862;Single Family;2007-06-01;433200;0.995404411764706;653001;1;9142;849;1630;151;0;0;0.75;3;8;1951;0;0;404000;191000;98125;0;99446HX51VKS
13574;2006-02-21;410000;3993200030;Single Family;2006-02-01;387600;0.890625;460351;1;6350;590;1460;136;570;53;1.75;3;6;1947;0;0;190000;180000;98125;0;9IPTZP21RLFZ
13575;2006-12-20;226072;3995700025;Single Family;2006-12-01;423400;0.972886029411765;232373;1;8146;757;880;82;0;0;1;2;6;1948;0;1;169000;59000;98155;0;9O92IMVNWY9U
13576;2008-08-26;355000;3995700220;Single Family;2008-08-01;397900;0.914292279411765;388278;1;8147;757;1380;128;0;0;1;3;7;1948;0;0;177000;168000;98155;0;9OHLE6C8WMF9
13577;2006-07-05;345000;3996300040;Single Family;2006-07-01;407700;0.936810661764706;368271;1;8146;757;1520;141;0;0;2;3;7;1948;0;0;177000;181000;98155;0;9TTI7SP6JI5U
13578;2007-10-29;505000;3996900090;Single Family;2007-10-01;431300;0.991038602941177;509566;1;34528;3208;1750;163;0;0;2.75;2;7;1986;0;0;289000;113000;98155;0;9TWOU1124NQH
13579;2007-10-15;270000;3996900335;Single Family;2007-10-01;431300;0.991038602941177;272441;1;8149;757;1230;114;0;0;2;2;7;1948;0;0;177000;107000;98155;0;9U9D8GNCNH2H
13580;2006-12-18;287000;3996900360;Single Family;2006-12-01;423400;0.972886029411765;294999;1;8149;757;810;75;0;0;1;2;6;1948;0;0;177000;131000;98155;0;9UZ3AC2R21JO
13581;2006-08-15;262500;3996900460;Single Family;2006-08-01;411100;0.944623161764706;277889;1;8149;757;770;72;0;0;1;2;6;1948;0;0;177000;51000;98155;0;A1GGIMG5LTGC
13582;2006-01-04;354000;3996900550;Single Family;2006-01-01;383200;0.880514705882353;402038;1;8149;757;1660;154;0;0;1;3;7;1948;0;1;169000;185000;98155;0;A2QKAELY75M2
13583;2007-06-27;373000;3996900555;Single Family;2007-06-01;433200;0.995404411764706;374722;1;8149;757;1780;165;0;0;2;4;7;1948;0;1;169000;190000;98155;0;A650LEJXUK27
13584;2006-09-26;255000;3996900665;Single Family;2006-09-01;414800;0.953125;267541;1;7200;669;950;88;0;0;1.75;2;6;1948;0;1;155000;134000;98155;0;AA6M7I14ID7S
13585;2007-01-23;281000;3996900665;Single Family;2007-01-01;425600;0.977941176470588;287338;1;7200;669;950;88;0;0;1.75;2;6;1948;0;1;155000;134000;98155;0;AEAYFRUGJA73
13586;2006-09-01;250000;3997500155;Single Family;2006-09-01;414800;0.953125;262295;1;8352;776;1090;101;0;0;1.75;2;6;1948;0;1;169000;171000;98155;0;AECHD5GPQ4UL
13587;2006-08-24;266950;3999000160;Single Family;2006-08-01;411100;0.944623161764706;282599;1;7666;712;1320;123;0;0;1.5;3;7;1954;0;1;86000;99000;98003;0;AHEDSFSRD3BF
13588;2008-08-01;500000;3999200410;Single Family;2008-08-01;397900;0.914292279411765;546871;1;11560;1074;1920;178;0;0;1.75;3;8;1962;0;0;291000;272000;98008;0;AHPOIAJXQT59
13589;2010-06-09;549850;3999200780;Single Family;2010-06-01;345800;0.794577205882353;692003;1;11795;1096;2830;263;1120;104;2.75;5;7;1960;0;0;291000;298000;98008;0;AMLO3J5JFQCZ
13590;2008-03-12;900000;3999300080;Single Family;2008-03-01;415100;0.953814338235294;943580;1;11180;1039;3830;356;1390;129;2.25;6;9;1962;0;0;336000;710000;98008;0;ANUY9S0PYFJP
13591;2006-05-04;575000;3999300230;Single Family;2006-05-01;400600;0.920496323529412;624663;1;10400;966;2590;241;970;90;2.5;4;9;1968;0;0;366000;418000;98008;0;AOPRVR8GXHPA
13592;2009-04-23;740000;4003000053;Single Family;2009-04-01;365000;0.838694852941177;882323;1;9600;892;2250;209;420;39;2.75;3;9;1909;1991;0;569000;285000;98122;0;AUTZB3RW039S
13593;2011-06-24;695000;4003000110;Single Family;2011-06-01;315500;0.724954044117647;958681;1;4069;378;2710;252;0;0;2.5;4;10;1990;0;0;390000;700000;98122;0;AV53XC9LBH8V
13594;2006-05-04;594000;4003000120;Single Family;2006-05-01;400600;0.920496323529412;645304;1;4178;388;1350;125;0;0;2.5;3;8;1985;0;0;390000;188000;98122;0;AY4VRPBVZ014
13595;2006-05-23;200000;4006000081;Single Family;2006-05-01;400600;0.920496323529412;217274;1;3500;325;530;49;0;0;0.75;2;5;1929;0;0;93000;1000;98118;0;B9F0U78AP6NP
13596;2006-09-25;287000;4006000089;Single Family;2006-09-01;414800;0.953125;301115;1;6230;579;780;72;0;0;1;2;6;1949;0;1;98000;140000;98118;0;BGFMQNJABS92
13597;2006-03-27;300000;4006000214;Single Family;2006-03-01;392100;0.900965073529412;332976;1;7436;691;1880;175;940;87;2;4;6;1938;0;0;109000;143000;98118;0;BHPRJJNCUAF9
13598;2006-10-11;282400;4006000251;Single Family;2006-10-01;418300;0.961167279411765;293809;1;5000;465;970;90;0;0;1;3;6;1968;0;0;100000;89000;98118;0;BJFINL5CYA5V
13599;2006-11-17;435000;4006000311;Single Family;2006-11-01;421200;0.967830882352941;449459;1;6479;602;2190;203;840;78;2;5;7;1927;0;0;274000;1000;98118;0;BVRMZ0PYEKUM
13600;2006-04-17;305100;4006000369;Single Family;2006-04-01;396500;0.911075367647059;334879;1;6368;592;1760;164;730;68;1;3;7;1960;0;0;115000;159000;98118;0;BVUUCQ50Y4UQ
13601;2006-03-15;295000;4006000469;Single Family;2006-03-01;392100;0.900965073529412;327427;1;5211;484;1370;127;0;0;1.5;3;7;1957;0;0;105000;228000;98118;0;BY3KHHVIS0X8
13602;2015-03-12;183750;4006000571;Single Family;2015-03-01;423200;0.972426470588235;188960;1;5453;507;1650;153;0;0;2.75;5;7;1970;0;0;105000;180000;98118;0;C6KA4XAICRKU
13603;2006-05-15;495950;4008400015;Single Family;2006-05-01;400600;0.920496323529412;538785;1;67440;6265;2000;186;890;83;1.75;3;6;1981;0;0;233000;163000;98058;0;C7P35I9OWJ0D
13605;2006-01-19;500000;4008400365;Single Family;2006-01-01;383200;0.880514705882353;567850;1;37206;3457;2000;186;580;54;1.75;2;8;1979;0;0;209000;219000;98058;0;C9EG1QJNHTVO
13606;2008-05-08;485000;4013200145;Single Family;2008-05-01;407400;0.936121323529412;518095;1;37950;3526;1540;143;450;42;1;3;7;1959;0;0;194000;158000;98001;0;CGEFGE5GZXTJ
13607;2006-07-20;325000;4013800190;Single Family;2006-07-01;407700;0.936810661764706;346922;1;10804;1004;1840;171;750;70;2;4;7;1961;0;0;67000;183000;98001;0;CHZOZCIT4Y9J
13608;2006-01-06;268000;4014400043;Single Family;2006-01-01;383200;0.880514705882353;304367;1;9653;897;1660;154;820;76;2;4;7;1969;0;0;66000;132000;98001;0;CNGJ3JLX6D5F
13609;2007-06-05;315000;4014400092;Single Family;2007-06-01;433200;0.995404411764706;316454;1;20129;1870;3290;306;1550;144;1.5;5;7;1958;0;0;78000;194000;98001;0;COTYP5QDLK6T
13610;2007-06-05;510000;4014400206;Single Family;2007-06-01;433200;0.995404411764706;512355;1;56628;5261;3020;281;650;60;2.5;4;7;1968;0;0;119000;244000;98001;0;CRXN8BWORUW0
13611;2010-10-27;240000;4014400297;Single Family;2010-10-01;334700;0.769071691176471;312065;1;9000;836;2080;193;0;0;3;3;7;1966;2010;0;66000;193000;98001;0;CU28RXU05FRL
13612;2006-11-14;339500;4016800390;Single Family;2006-11-01;421200;0.967830882352941;350784;1;30859;2867;1410;131;0;0;1.75;3;7;1956;2005;0;93000;139000;98032;0;CURBNYLO9DXC
13613;2006-05-24;488500;4017050020;Single Family;2006-05-01;400600;0.920496323529412;530692;1;19744;1834;2450;228;0;0;2.5;3;10;1990;0;0;162000;317000;98038;0;CV64I7M7TOOD
13614;2006-12-05;530000;4017050080;Single Family;2006-12-01;423400;0.972886029411765;544771;1;27726;2576;3050;283;410;38;3.5;3;10;1990;0;0;162000;393000;98038;0;CWTLQ9C2XRKK
13615;2006-03-08;585000;4017050250;Single Family;2006-03-01;392100;0.900965073529412;649304;1;12821;1191;3360;312;0;0;2.5;5;10;1991;0;0;162000;374000;98038;0;DA155NZENY7X
13616;2012-03-05;474900;4017050600;Single Family;2012-03-01;313600;0.720588235294118;659045;1;12605;1171;3600;334;0;0;2.5;3;10;1990;0;0;162000;385000;98038;0;DBXVJKG456XX
13617;2006-10-03;449500;4017050840;Single Family;2006-10-01;418300;0.961167279411765;467661;1;25776;2395;2300;214;0;0;2.5;4;9;1990;0;1;156000;247000;98038;0;DCYEB8GTFAFN
13618;2006-06-14;549950;4017051090;Single Family;2006-06-01;404400;0.929227941176471;591835;1;14250;1324;2550;237;0;0;2.75;4;9;1990;0;0;162000;272000;98038;0;DJ4BUFFFVAAN
13619;2008-07-25;455159;4018500070;Single Family;2008-07-01;400300;0.919806985294118;494842;1;11160;1037;2480;230;1090;101;2.5;5;8;1978;0;0;172000;261000;98155;0;DOOGDR3YD4L2
13620;2006-06-01;349950;4019300270;Single Family;2006-06-01;404400;0.929227941176471;376603;1;20000;1858;3540;329;0;0;4;5;10;2008;0;0;208000;536000;98155;0;DOYNAO44MYGE
13621;2010-11-18;560000;4019300270;Single Family;2010-11-01;332700;0.764476102941177;732528;1;20000;1858;3540;329;0;0;4;5;10;2008;0;0;208000;536000;98155;0;DPXXY7J4VGI9
13622;2007-10-26;437500;4019300440;Single Family;2007-10-01;431300;0.991038602941177;441456;1;20000;1858;1620;151;730;68;1.5;3;6;1926;0;0;208000;154000;98155;0;DS9DZCUBCDYF
13623;2006-11-14;815000;4019300475;Single Family;2006-11-01;421200;0.967830882352941;842089;1;40999;3809;3340;310;640;59;3.5;4;9;1970;0;0;194000;436000;98155;0;DSX62QS09IID
13624;2011-11-14;507500;4019301198;Single Family;2011-11-01;312200;0.717371323529412;707444;1;14560;1353;3730;347;1680;156;2.5;4;10;1958;0;0;167000;458000;98155;0;DUNW4FWNATKL
13625;2006-02-01;535000;4019301465;Single Family;2006-02-01;387600;0.890625;600702;1;21410;1989;3020;281;1510;140;2.75;4;7;1959;0;3;196000;369000;98155;0;DX6QVVBG5KPX
13626;2006-07-18;440000;4019301501;Single Family;2006-07-01;407700;0.936810661764706;469679;1;9173;852;1870;174;0;0;2.25;3;8;1959;0;0;157000;286000;98155;0;E2BY2NEUFEJ3
13627;2009-04-14;433500;4019301501;Single Family;2009-04-01;365000;0.838694852941177;516875;1;9173;852;1870;174;0;0;2.25;3;8;1959;0;0;157000;286000;98155;0;E3P1N14PHVPG
13630;2007-01-18;299000;4019900144;Single Family;2007-01-01;425600;0.977941176470588;305744;1;17850;1658;1010;94;0;0;1;2;6;1951;0;0;173000;141000;98155;0;EAS0LZRW2WX7
13631;2010-10-27;375000;4019900150;Single Family;2010-10-01;334700;0.769071691176471;487601;1;33154;3080;2520;234;610;57;1.75;3;7;1973;0;0;218000;285000;98155;0;EB707ZHZR69H
13632;2006-05-25;375000;4021700036;Single Family;2006-05-01;400600;0.920496323529412;407389;1;15630;1452;1330;124;530;49;1.75;3;7;1953;0;0;173000;198000;98155;0;ECO3DC7MGVE1
13633;2009-02-24;497000;4022900150;Single Family;2009-02-01;374400;0.860294117647059;577709;1;10850;1008;2520;234;840;78;2.5;4;8;1968;0;0;174000;381000;98155;0;EFYZ7NNMXHEH
13634;2007-04-25;275000;4022900951;Single Family;2007-04-01;430900;0.990119485294118;277744;1;22725;2111;910;85;0;0;1;2;6;1926;0;0;272000;1000;98155;0;ESJ9POC1HLZL
13635;2006-12-28;418000;4022900993;Single Family;2006-12-01;423400;0.972886029411765;429650;2;19140;1778;2090;194;0;0;1.75;3;8;1950;0;0;245000;200000;98155;0;EVJDX9YLYS0V
13636;2006-04-12;332000;4022901211;Single Family;2006-04-01;396500;0.911075367647059;364405;1;10000;929;960;89;0;0;1;3;7;1957;0;0;211000;76000;98155;0;EXRQPFLO2FZX
13637;2010-11-17;215000;4022901310;Single Family;2010-11-01;332700;0.764476102941177;281238;1;12530;1164;1110;103;0;0;1;3;6;1947;0;0;179000;149000;98155;0;EYTCBC6K992U
13638;2013-03-26;279000;4022901391;Single Family;2013-03-01;351600;0.807904411764706;345338;1;6140;570;1480;137;0;0;1;4;7;1970;0;1;126000;216000;98155;0;EZGUK3387UL8
13639;2011-02-23;350000;4022902000;Single Family;2011-02-01;325000;0.746783088235294;468677;1;11800;1096;3030;281;1500;139;2;4;8;1969;0;1;137000;290000;98155;0;F144PVP4QBX2
13640;2009-03-27;380000;4022902052;Single Family;2009-03-01;369800;0.849724264705882;447204;1;11200;1041;2640;245;1050;98;2.5;4;8;1964;0;0;172000;259000;98155;0;F5QQDPP69X7U
13641;2006-05-30;549000;4022902246;Single Family;2006-05-01;400600;0.920496323529412;596417;1;30000;2787;2250;209;900;84;2.25;4;7;1963;0;0;218000;191000;98155;0;F7W7K2HJ0C3X
13642;2011-07-11;317500;4022902260;Single Family;2011-07-01;314100;0.721737132352941;439911;1;19017;1767;2550;237;1250;116;2.5;4;7;1961;0;1;165000;270000;98155;0;FJI7PLQJ28FS
13643;2011-06-22;390000;4022902715;Single Family;2011-06-01;315500;0.724954044117647;537965;1;10277;955;2480;230;840;78;2.75;5;8;1993;0;1;150000;375000;98155;0;FMG59FOHVZTV
13644;2010-03-09;425000;4022902728;Single Family;2010-03-01;350300;0.804917279411765;528005;1;11650;1082;2090;194;0;0;2.5;4;8;1993;0;0;172000;295000;98155;0;FO3PK2ODD8R1
13645;2012-06-27;610000;4022902990;Single Family;2012-06-01;322000;0.739889705882353;824447;1;10700;994;3920;364;1240;115;4;4;9;1979;2010;0;150000;526000;98155;0;FVPJSDAVCI9I
13646;2010-09-21;325000;4022902991;Single Family;2010-09-01;337200;0.774816176470588;419454;1;9960;925;2130;198;930;86;2.25;4;7;1959;0;1;140000;212000;98155;0;FVZ8F3X7N6N4
13647;2006-01-26;370000;4022906221;Single Family;2006-01-01;383200;0.880514705882353;420209;1;10300;957;1820;169;500;46;2.75;3;7;1976;0;0;167000;215000;98155;0;FXC7KBUGGT6W
13648;2007-10-02;300000;4022906431;Single Family;2007-10-01;431300;0.991038602941177;302713;1;22631;2102;2820;262;0;0;2.5;4;8;2013;0;0;197000;484000;98155;0;G5B5MSOY0RKO
13649;2012-12-18;175000;4022906431;Single Family;2012-12-01;339400;0.779871323529412;224396;1;22631;2102;2820;262;0;0;2.5;4;8;2013;0;0;197000;484000;98155;0;G5BC7T9L7W31
13650;2007-05-31;599950;4023500220;Single Family;2007-05-01;432100;0.992876838235294;604254;1;12251;1138;3040;282;0;0;3.5;4;9;1963;0;0;179000;416000;98155;0;G90JN87NA03B
13651;2007-08-15;533119;4023500455;Single Family;2007-08-01;434600;0.998621323529412;533855;1;17863;1660;2320;216;860;80;2.5;3;8;1958;0;0;154000;390000;98155;0;G9490XOFNHV6
13652;2007-05-04;432000;4023500861;Single Family;2007-05-01;432100;0.992876838235294;435099;1;8699;808;1440;134;440;41;2.25;3;7;1993;0;0;148000;215000;98155;0;G958HSM9YKEV
13653;2006-04-18;353000;4024100021;Single Family;2006-04-01;396500;0.911075367647059;387454;1;8623;801;1420;132;420;39;2.25;3;7;1987;0;1;151000;142000;98155;0;GE3ZDPUH97JF
13654;2006-04-15;317000;4024100090;Single Family;2006-04-01;396500;0.911075367647059;347940;1;16000;1486;1360;126;0;0;1.75;3;7;1978;0;1;185000;119000;98155;0;GF6WK00JGEMU
13655;2010-10-11;189600;4024100095;Single Family;2010-10-01;334700;0.769071691176471;246531;1;15776;1466;1040;97;0;0;1;2;6;1915;0;1;179000;96000;98155;0;GLB57VAM49H9
13656;2006-07-19;299800;4024100106;Single Family;2006-07-01;407700;0.936810661764706;320022;1;18980;1763;1200;111;0;0;1;4;7;1951;0;1;185000;133000;98155;0;GP11JBIXRDFN
13657;2009-11-02;564900;4024100136;Single Family;2009-11-01;350900;0.806295955882353;700611;1;11400;1059;1820;169;0;0;2.5;3;9;2005;0;1;180000;261000;98133;0;GYI3KYRP9CP2
13658;2009-10-22;448000;4024100301;Single Family;2009-10-01;351200;0.806985294117647;555153;1;6065;563;2570;239;990;92;3;5;8;1999;0;0;156000;296000;98155;0;H1L50JN7B41W
13659;2011-11-10;289950;4024100590;Single Family;2011-11-01;312200;0.717371323529412;404184;1;16443;1528;2330;216;840;78;1.5;3;7;1938;0;1;154000;202000;98155;0;H3U7W9QS2Q5A
13660;2010-06-28;375000;4024100948;Single Family;2010-06-01;345800;0.794577205882353;471949;1;9232;858;2940;273;1250;116;3;7;8;1977;0;0;184000;252000;98155;0;H6P1PWHQ2IPD
13661;2012-06-14;285000;4024100951;Single Family;2012-06-01;322000;0.739889705882353;385193;1;8624;801;2940;273;1250;116;3;7;8;1977;0;0;177000;245000;98155;0;HCYJM6FGLZS1
13662;2010-03-15;314000;4024101078;Single Family;2010-03-01;350300;0.804917279411765;390102;1;10350;962;1560;145;0;0;1.75;3;7;1954;0;0;190000;188000;98155;0;HLQT86UJCTXO
13663;2013-07-15;372750;4024101080;Single Family;2013-07-01;370700;0.851792279411765;437607;1;10269;954;2020;188;0;0;1;4;7;1949;0;0;190000;218000;98155;0;HQHXPKT9DX8C
13664;2012-09-17;389950;4024101265;Single Family;2012-09-01;329600;0.757352941176471;514885;1;6555;609;2190;203;0;0;2.5;4;8;1996;0;0;156000;274000;98155;0;HUXL3MSJ5OFX
13665;2014-03-03;120000;4024101375;Single Family;2014-03-01;392100;0.900965073529412;133191;1;6970;648;2650;246;0;0;2.75;4;8;2015;0;0;142000;462000;98155;0;HXXO04UCH20W
13666;2010-08-25;387500;4024101445;Single Family;2010-08-01;339900;0.781020220588235;496146;1;7663;712;2890;268;450;42;2.5;4;8;1955;0;0;163000;357000;98155;0;HZV6OF5I5LB0
13667;2012-05-29;364500;4024101478;Single Family;2012-05-01;318000;0.730698529411765;498838;1;7172;666;1910;177;0;0;2.5;4;8;1993;0;0;163000;256000;98155;0;IAEH3XBX1PRF
13668;2006-03-31;391525;4024101479;Single Family;2006-03-01;392100;0.900965073529412;434562;1;11602;1078;2170;202;700;65;2.25;4;7;1974;0;0;190000;236000;98155;0;IDX1MY32YZWV
13669;2008-03-06;329900;4024101520;Single Family;2008-03-01;415100;0.953814338235294;345874;1;7200;669;1010;94;0;0;1;3;7;1952;0;0;163000;139000;98155;0;IF5BRZZJXM3T
13670;2006-02-17;327450;4024101545;Single Family;2006-02-01;387600;0.890625;367663;1;10270;954;1750;163;0;0;2.25;4;8;1968;0;1;180000;233000;98155;0;IF7FCUM6K9Y3
13671;2009-10-05;345000;4024101547;Single Family;2009-10-01;351200;0.806985294117647;427517;1;6350;590;1920;178;340;32;2;3;8;2003;0;1;150000;227000;98155;0;IG2ULVBAS914
13672;2007-08-20;425000;4024101597;Single Family;2007-08-01;434600;0.998621323529412;425587;1;7972;741;1590;148;0;0;1.75;3;8;1978;0;0;163000;300000;98155;0;IJ572FBK5THW
13673;2006-09-12;344000;4024101700;Single Family;2006-09-01;414800;0.953125;360918;1;10200;948;1040;97;0;0;1;3;7;1955;0;1;150000;164000;98155;0;ILC1OYV5GXCM
13674;2010-05-13;253000;4024101715;Single Family;2010-05-01;347800;0.799172794117647;316577;1;8658;804;910;85;0;0;1;3;7;1955;0;1;133000;133000;98155;0;IMBRHMQYVINP
13675;2006-03-17;10480;4024101940;Single Family;2006-03-01;392100;0.900965073529412;11632;1;8357;776;480;45;0;0;1;1;6;1931;0;0;148000;112000;98155;0;ISB9070NRXVF
13676;2009-09-02;224950;4024101940;Single Family;2009-09-01;351800;0.808363970588235;278278;1;8357;776;480;45;0;0;1;1;6;1931;0;0;148000;112000;98155;0;IT3CBA6842YV
13677;2009-09-11;300000;4024102000;Single Family;2009-09-01;351800;0.808363970588235;371120;1;7400;687;980;91;0;0;1;2;6;1973;0;0;137000;147000;98155;0;IUYKREOJUSAJ
13678;2012-06-06;275000;4025300155;Single Family;2012-06-01;322000;0.739889705882353;371677;1;8898;827;1470;137;0;0;1;3;7;1948;0;0;177000;168000;98155;0;IWAM922FNF4S
13679;2008-07-25;230000;4025300285;Single Family;2008-07-01;400300;0.919806985294118;250052;1;8875;825;1190;111;0;0;1;4;7;1946;0;1;169000;148000;98155;0;IYHXQRDJDRSJ
13680;2008-04-03;194000;4025300385;Single Family;2008-04-01;411700;0.946001838235294;205074;1;7200;669;870;81;0;0;1;2;7;1947;0;1;155000;88000;98155;0;IZ33ZU88Q505
13681;2011-06-23;330000;4027700013;Single Family;2011-06-01;315500;0.724954044117647;455201;1;18318;1702;2200;204;900;84;1.75;4;8;1979;0;0;165000;234000;98155;0;J0F8VJ093IID
13682;2006-07-24;449500;4027700320;Single Family;2006-07-01;407700;0.936810661764706;479819;1;6600;613;1970;183;700;65;2.75;4;7;2002;0;0;113000;281000;98155;0;J9PU4EQ1B6OY
13683;2009-07-07;410000;4027700320;Single Family;2009-07-01;354400;0.814338235294118;503476;1;6600;613;1970;183;700;65;2.75;4;7;2002;0;0;113000;281000;98155;0;JDWHAG8QADBX
13684;2006-08-15;875000;4027700459;Single Family;2006-08-01;411100;0.944623161764706;926295;1;21998;2044;4370;406;1100;102;4;5;10;2000;0;0;217000;628000;98155;0;JMMAMGWQL8EW
13685;2011-04-13;369950;4027700786;Single Family;2011-04-01;318700;0.732306985294118;505184;1;5612;521;2450;228;460;43;2.5;3;8;1933;2002;0;143000;323000;98028;0;JOWP2A0HM0XJ
13686;2014-03-21;341000;4027700797;Single Family;2014-03-01;392100;0.900965073529412;378483;1;7200;669;1920;178;620;58;2;3;7;1984;0;0;171000;179000;98028;0;JP4DT0TJHLAQ
13687;2006-08-23;359990;4027700799;Single Family;2006-08-01;411100;0.944623161764706;381094;1;6600;613;1420;132;260;24;2.25;3;7;1987;0;0;171000;159000;98028;0;JQXKMWPR9BS7
13688;2015-05-20;200000;4027700824;Single Family;2015-05-01;435200;1;200000;1;8003;744;2050;190;700;65;1.75;3;7;1978;0;0;182000;176000;98028;0;JU5F7S537ZFK
13689;2006-04-19;325000;4027700837;Single Family;2006-04-01;396500;0.911075367647059;356721;1;10500;975;1180;110;0;0;1;3;7;1963;0;1;174000;145000;98028;0;JWYLB2298FXK
